अफ्रीका	Afrika
कोरिया	Korea
सन् १९२५	1925
सन् १९२७	1927
ली कच्याङ	Li Keqiang
म्यानचेस्टर	Manchester
भिटामिन ए	Vitamin A
जु रोङजी	Zhu Rongji
ई.पू. १०००	1000
ई.पू. ९९९	999
ब्वाँसो	Ulv
भकुण्डो	Ball
सन् १९५५	1955
सन् १९५४	1954
सन् १९५३	1953
सन् १९५१	1951
सन् १९५०	1950
सन् १९४६	1946
सन् १९४३	1943
सन् १९४२	1942
सन् १९४०	1940
सन् १९३९	1939
सन् १९३८	1938
सन् १९३७	1937
सन् १९३६	1936
म्यानचेष्टर यूनाइटेड (फुटबल क्लब)	Manchester United FC
१९३५	1935
सन् १९३४	1934
न्युक्यासल युनाइटेड फुटबल क्लब	Newcastle United FC
सन् १९३३	1933
सन् १९३२	1932
टाडी निरबिरालो	Asiatisk palmesivett
सन् १९३१	1931
सन् १९३०	1930
बकुल्लो	Hegrefamilien
सन् १९२९	1929
फ्रान्स मेरिङ	Franz Mehring
प्योङ्गयाङ्ग	Pyongyang
नयाँ करार	Det nye testamente
जेस्सी जे	Jessie J
गंगाचीलठुँडे फ्यालफ्याले	Sandterne
फुस्रे सर्षपी	Tundralo
वन सुड्सुडिया	Grønnstilk
टिमटिमा	Gluttsnipe
मलगुझा	Svarthalespove
बगाले सिमकुखुरा	Sivhøne
चञ्चले सुड्सुडिया	Strandsnipe
लघु राजपुत्रिका	Dverglo
आँसीठुँडे	Storspove
अलकचन्द्र राजपुत्रिका	Hvitbrystlo
फालीठुँडे सुड्सुडिया	Tereksnipe
बडा राजपुत्रिका	Ørkenlo
सानो आँसीठुँडे	Småspove
लालखुट्टे टिमटिमा	Rødstilk
प्रशान्त सर्षपी	Sibirlo
वायु फ्यालफ्याले	Makrellterne
ओस्कार	Oscar
प्रोक्यारियोटिक कोशिका	Prokaryoter
ओसामा बिन लादेन को अन्त्य	Osama bin Ladens død
सह-सेनानी	Kaptein (grad)
बिच्छी	Skorpioner
जर्ज बर्नाड शा	George Bernard Shaw
चेस्टर बेनिंगटन	Chester Bennington
ई.पू. १०१८	1018
ई.पू. १०२०	1020
ई.पू. १०२१	1021
ई.पू. १०२२	1022
ई.पू. १०२३	1023
ई.पू. १०२४	1024
ई.पू. १०२५	1025
फुटबल विश्वकप	Verdensmesterskapet i fotball
ई.पू. १०३३	1033
ई.पू. १०७५	1075
पोडोल्स्क	Podolsk
अधातु	Ikke-metall
५	5
३	3
महारानी	Dronning
२	2
बुखारेस्ट	București
लुभ्र दरवार	Louvre
पुएर्टो रिको स्वातन्त्र पार्टी	Partido Independentista Puertorriqueño
टिराना	Tirana
सन् १९२८	1928
सन् ६	6
पुरानो करार	Det gamle testamente
क्रिसमस	Jul
त्रिभुज	Trekant
स्टिभ जब्स	Steve Jobs
लेडी गागा	Lady Gaga
भारोपेली भाषा परिवार	Indoeuropeiske språk
कर्णेल मुअम्मर गद्दाफी	Muammar al-Gaddafi
बाघ	Tiger
लण्डन अण्डरग्राउण्ड	Londons undergrunnsbane
भिल्हेल्म लिबक्नेख्त	Wilhelm Liebknecht
साई	PSY
सामसुङ	Samsung
कुकुरका प्रजातीहरू	Alfabetisk liste over hunderaser
कम्प्युटर विज्ञान	Informatikk
प्राकृतिक सङ्ख्या	Naturlig tall
समाजशास्त्र	Sosiologi
अरुबा	Aruba
अन्तर्राष्ट्रीय ध्वन्यात्मक लिपि	Det internasjonale fonetiske alfabetet
ओडिशा	Odisha
पञ्जाब (भारत)	Punjab (India)
खनिज तेल	Petroleum
भौगोलिक निर्देशाङ्क प्रणाली	Geografiske koordinater
यूरोकप २०१२	EM i fotball 2012
बैंक	Bank
जनसंख्या घनत्व	Befolkningstetthet
सन् १	1
१०	10
एड्ली (गायिका)	Adele (sangerinne)
गोफ विट्ल्याम	Gough Whitlam
सन् ९	9
एडमण्ड बार्टन	Edmund Barton
७	7
कृस वाट्सन	Chris Watson
सन् ८	8
जोर्ज रीड ( अष्ट्रेलियाली राजनितिज्ञ)	George Reid
स्टेन्ली ब्रुस	Stanley Bruce
जेम्स स्कलिन	James Scullin
अर्थर फेडेन	Arthur Fadden
जोन कर्टिन	John Curtin
१२	12
बेन चिफ्ली	Joseph Benedict Chifley
जोन म्याकइवेन	John McEwen
हप्ता	Ukedager
हरिण	Hjortedyr
बरफ	Is
लसुन	Hvitløk
रातो सागर	Rødehavet
बोउभेट टापु	Bouvetøya
ई.पू. ९३०	930
१३	13
ई.पू. ९८५	985
ई.पू. ९८१	981
ई.पू. ९३९	939
काँक्रो	Agurk
उलानबटोर	Ulan Bator
अर्नेस्ट हेमिङ्वे	Ernest Hemingway
सेतो	Hvit
कालो	Svart
ई.पू. ९५०	950
ई.पू. ९९६	996
ई.पू. ९८०	980
ई.पू. ९८६	988
प्याज	Vanlig løk
पुरातत्त्वशास्त्र	Arkeologi
गोलभेडा	Tomat
जर्ज एच डब्लु बुश	George H.W. Bush
सन् ११	11
भूमध्य रेखा(भूगोल)	Ekvator
नासा	NASA
हाउस (टेलिभिजन श्रृङ्खला)	House M.D.
ई.पू. ९६३	963
ई.पू. ९६२	962
ई.पू. ९९७	997
ई.पू. ९७२	972
ई.पू. ९५५	955
ई.पू. ९३६	936
ई.पू. ९५३	953
ई.पू. ९५८	958
सन् ९०३	903
बर्मुडा	Bermuda
ई.पू. ९८७	987
ई.पू. ९६५	965
ई.पू. ९२४	924
ई.पू. ९५१	951
ई.पू. ९३२	932
बेलायत	Storbritannia (øy)
जिम्मी कार्टर	Jimmy Carter
राष्ट्रगान	Nasjonalsang
ई.पू. ९६७	967
ई.पू. ९८९	989
ई.पू. ९६०	960
ई.पू. ९६९	969
ई.पू. ९५७	957
ई.पू. ९७१	971
ई.पू. ९३७	937
ई.पू. ९९२	992
ई.पू. ९९०	990
ई.पू. ९७५	975
ई.पू. ९४२	942
ई.पू. ९६६	966
ई.पू. ९७३	973
चुनढुङ्गा	Kalkstein
रोवान एटकिनसन	Rowan Atkinson
ई.पू. ९८२	982
ई.पू. ९७४	974
ई.पू. ९७६	976
ई.पू. ९७९	979
ई.पू. ९९८	998
प्यालेस्टाइन	Palestina (område)
ई.पू. ९९५	995
ई.पू. ९७७	977
ई.पू. ९३४	934
परमाणु क्रमांक	Atomnummer
अल्फ्रेड नोबेल	Alfred Nobel
ई.पू. ९४०	940
काइँयो	Kam
ई.पू. ९८४	984
ई.पू. ९५४	954
ई.पू. ९६१	961
एन्ड्र्यु गारफिल्ड	Andrew Garfield
ई.पू. ९४६	946
ई.पू. ९६८	968
ई.पू. ९८३	983
ई.पू. ९६४	964
ई.पू. ९७०	970
ई.पू. ९९१	991
ई.पू. ९९४	994
ई.पू. ९४४	944
ई.पू. ९४३	943
ई.पू. ९४१	941
ई.पू. ९४८	948
ई.पू. ९४७	947
ई.पू. ९४९	949
ऋतु	Årstid
ई.पू. ९३८	938
लिभरपुल	Liverpool
वर्तिका भारद्वाज	Dverglerke
अवतार (२००९ चलचित्र)	Avatar (film)
किराँत	Kirat
लाटोकोसेरो	Ugler
नेदरल्याण्डस एन्टिलस	De nederlandske Antiller
एन्गुला	Anguilla
गुर्न्जी	Guernsey
सउर	Bjørkeslekten
सन् २०१६	2016
फाप्रे चरा	Hærfugl
अन्तर्राष्ट्रिय अन्तरिक्ष स्टेशन	Den internasjonale romstasjonen
आईएसओ ३१६६-१	ISO 3166-1
उप्साला	Uppsala
छोकडाको बोट	Daddelpalme
भाषा परिवार	Språkfamilie
ई.पू. २	2 f.Kr.
ई.पू. १	1 f.Kr.
सुनगाभा	Orkidéfamilien
साङ्ला	Kakerlakker
झिँगा	Tovinger
फूल फुल्ने वनस्पति	Dekkfrøede planter
गोठे लाटोकोसेरो	Tårnugle
पाँचथोप्ले खपटे कीरा	Marihøner
मलाहा चील	Fiskeørn
बहुरुपी मलसाँप्रो	Røyskatt
हरियो टाउके	Stokkand
बलाकांक्ष वनबाज	Hønsehauk
ई.पू. १२३	123 f.Kr.
ई.पू. २३४	234 f.Kr.
मरुल	Sothøne
खैरो गौंथली	Tårnseiler
वनबाज	Spurvehauk
चित्रकचरी	Bokfink
लामकाने लाटोकोसेरो	Hornugle
श्येनबाज	Musvåk
जुरे हुटिट्याउँ	Vipe
सालक	Skjelldyr
कालो गरुड	Svartstork
सेतो टिकटिके	Linerle
रक्तमुहार पीतचरी	Stillits
डुबुल्कीचरा	Toppdykker
ई.पू. ३४५	345 f.Kr.
केशर	Safran
कङ्कम चील	Havørn
सुइरोपुच्छ्रे	Stjertand
ई.पू. ४५६	456 f.Kr.
चल्लाचोर भुइँचील	Myrhauk
महाराज हंस	Sangsvane
कालोटाउके गंगाचील	Hettemåke
श्वेताँखीभौं	Knekkand
खरलाहाँचे	Vendehals
पानी चाहा	Enkeltbekkasin
विजुलागैरी	Krikkand
कैलो पहाडी उल्लू	Kattugle
लालठुँडे चखेवा	Gravand
लघुकर्ण लाटोकोसेरो	Jordugle
जुंगे चिरान्तक बाज	Lerkefalk
