Αφρική	Afrika
Λαϊκό Κομισαριάτο Εσωτερικών Υποθέσεων	NKVD
Τζορτζ Σι Σκοτ	George C. Scott
Γκενάντι Ζιουγκάνοφ	Gennadij Ziuganov
Αδιαβατική μεταβολή	Adiabatisk prosess
Ουίλτ Τσάμπερλεϊν	Wilt Chamberlain
Ζούλιο Σέζαρ Σοάρες ντε Εσπίντολα	Júlio César Soares Espíndola
Τζάνετ Γκέινορ	Janet Gaynor
Υδρογραφία	Hydrografi
Σπέσαρτ	Spessart
Διηπειρωτικό Κύπελλο	Intercontinental Cup
Καμβύσης Β΄ της Περσίας	Kambyses II av Persia
Γκριρ Γκάρσον	Greer Garson
Σαρ-έ Πολ (περιοχή)	Sar-e Pol (provins)
Πακτιά (περιοχή)	Paktia (provins)
Φελίξ Καμάτσο	Felix Perez Camacho
Σημαία των Φίτζι	Fijis flagg
Συνθήκη των Σεβρών	Freden i Sèvres
A Hard Day's Night	A Hard Day's Night (album)
Βοστόκ 1	Vostok 1
Χημική εξίσωση	Ligning (kjemi)
Παίκτης της Χρονιάς της ΦΙΦΑ	FIFA World Player of the Year
Θωρηκτό	Slagskip
Ελβετικός ψαλμός	Schweizerpsalm
Ρωμαϊκή επαρχία	Romersk provins
Γοργόνες (λαογραφία)	Havfrue
Φένριρ	Fenrisulven
Πουκέτ	Phuket (provins)
Δισκοβολία	Diskos
Ισορροπία χρώματος	Hvitbalanse
Αμάλγαμα	Amalgam
Ilyushin Il-62	Iljusjin Il-62
Ανοσία (ιατρική)	Immunitet (medisin)
Ουίλιαμ Μόρις	William Morris
Γραφική παράσταση συνάρτησης	Funksjonsgrafen
Εκκλησιαστικοί Πατέρες	Kirkefedre
Ζακ Ρογκ	Jacques Rogge
Ilyushin Il-78	Iljusjin Il-78
Τζέην Σέημουρ	Jane Seymour
Τζον Γκλεν	John Glenn
Παγκόσμιο Πρωτάθλημα Ανοιχτού Στίβου	Verdensmesterskapet i friidrett
Βαλεντίνα Ματβιένκο	Valentina Matvijenko
Τσίπσετ	Brikkesett
Δοβρουτσά	Dobrudsja
Εκσκαφέας	Gravemaskin
Καναλέττο	Canaletto
Βάλντις Ζάτλερς	Valdis Zatlers
Επαμφοτερίζουσα χημική ένωση	Amfotær
Μπακάου	Bacău
Σαδδουκαίοι	Sadukeere
Χειρομαντεία	Kiromanti
Βικτωριανή εποχή	Viktoriatiden
Τύπος του Ήρωνα	Herons formel
Αντισωματίδιο	Antipartikkel
Τουρκάνα	Turkanasjøen
Έτα Τζέιμς	Etta James
Γενετικά τροποποιημένοι οργανισμοί	Genetisk modifisert organisme
Εθνική Σερβίας (ποδόσφαιρο ανδρών)	Serbias herrelandslag i fotball
Ασάφα Πάουελ	Asafa Powell
Φέτα (τυρί)	Feta
Φόρεστ Γουίτακερ	Forest Whitaker
Ηχώ	Ekko
Ευρωπαϊκό Πρωτάθλημα Ποδοσφαίρου 1984	EM i fotball 1984
The Sims 2	The Sims 2
Σατιρικά σκίτσα του Μωάμεθ	Muhammedkarikaturene i Jyllands-Posten
Βράντσεα (νομός)	Vrancea (fylke)
Μεχμέτ Αλή Πασάς	Muhammad Ali av Egypt
Σημαία του Νότιου Σουδάν	Sør-Sudans flagg
Χίμαιρα (μυθολογία)	Kimære (uhyre)
Δολάριο Ζιμπάμπουε	Zimbabwisk dollar
Κάρεν Μπλίξεν	Karen Blixen
Αλεξάνδρεια (αποσαφήνιση)	Alexandria (andre betydninger)
Συνθήκη της Ανταρκτικής	Antarktistraktaten
Βελούδινη επανάσταση	Fløyelsrevolusjonen
ΓΙ Γκότα	GÍ Gøta
Kill 'Em All	Kill 'Em All
Συναυλία	Konsert
Κοίος	Koios
Λουδοβίκος ο Τραυλός	Ludvig II av Frankrike
Χεράτ (περιοχή)	Herat (provins)
Πολύγνωτος	Polygnotos av Thasos
Χορός οριεντάλ	Orientalsk dans
Πολεφσκόι	Polevskoj
Φονταινεμπλώ	Fontainebleau
Διώρυγα της Κορίνθου	Korintkanalen
Αμφικτυονία	Amfiktyoni
ΑΖ Οσέρ	AJ Auxerre
Αμμοθύελλα	Sandstorm
Τζον Τζέιμς Οντιμπόν	John James Audubon
Κινητήρας Βάνκελ	Wankelmotor
Def Leppard	Def Leppard
Ερρίκος ο Θαλασσοπόρος	Henrik Sjøfareren
Περιφέρεια Τσιτά	Tsjita oblast
Γκεόργκι Πλεχάνοφ	Georgij Plekhanov
Γκρίμσβοτν	Grímsvötn
Χασάν ιμπν Αλί	Hasan ibn Ali
Γόνδολα	Gondol (båttype)
Λαμπτήρας φθορισμού	Lysrør
ΦΚ Ροστόφ	FK Rostov
X86	X86-arkitektur
Ερωτευμένος Σαίξπηρ	Shakespeare in Love
Studio Ghibli	Studio Ghibli
Μουσεία Βατικανού	Vatikanmuseene
Κερκοπιθηκίδες	Dyreaper
Σταυραετός	Dvergørn
Πόρτλαντ	Portland (andre betydninger)
Μαλακόστρακα	Storkreps
Εκλογικό σύστημα	Valgordning
Πριμέιρα Λίγκα	Primeira Liga
Έλενα Παπαρίζου	Elena Paparizou
Αντιδιουρητική ορμόνη	Antidiuretisk hormon
Σαμανγκάν (περιοχή)	Samangan (provins)
Νιμρούζ (περιοχή)	Nimruz (provins)
Ορουζγκάν (περιοχή)	Uruzgan (provins)
The Uplift Mofo Party Plan	The Uplift Mofo Party Plan
Τζοουζτζάν (περιοχή)	Jowzjan (provins)
Σημασία	Mening
Βαρντάκ (περιοχή)	Vardak (provins)
Ρέικι	Reiki
Η Έκτη Αίσθηση	Den sjette sansen
The Hurt Locker	The Hurt Locker
Ποταμός Μάρρεϋ	Murray
Καμιά Πατρίδα για τους Μελλοθάνατους	No Country for Old Men
Ισαβέλλα Β΄ της Ισπανίας	Isabella II av Spania
Αλεσσάντρο Σκαρλάττι	Alessandro Scarlatti
Γέτας	Geta
Μονοφυσιτισμός	Monofysittisme
Κνουμ	Khnum
Φέλντκιρχ	Feldkirch (Østerrike)
Φάμπιο Καπέλλο	Fabio Capello
Μπόρα Μπόρα	Bora Bora
Περισκόπιο	Periskop
Σήψη	Sepsis
Επίκτητος	Epiktet
Μελισσοφάγος	Bietere
Κολχίδα	Kolchis
Αδελφοί Καραμάζοφ	Brødrene Karamasov
Τόγκα (ένδυμα)	Toga
Υγρόμετρο	Hygrometer
Κλάιβ Όουεν	Clive Owen
Άρθουρ Ρούμπινσταϊν	Arthur Rubinstein
Φαχντ της Σαουδικής Αραβίας	Fahd bin Abdul Aziz
Ευρωπαϊκή Σύμβαση για τα Δικαιώματα του Ανθρώπου	Den europeiske menneskerettskonvensjon
Λογιστικό φύλλο	Regneark
NTFS	NTFS
Πολυτεχνικό Ινστιτούτο Προηγμένων Επιστημών	Institut polytechnique des sciences avancées
Αντουάν Βαττώ	Antoine Watteau
Κάρολος Δ΄ της Ισπανίας	Karl IV av Spania
Τράπεζα της Αγγλίας	Bank of England
Παρθενογένεση	Partenogenese
Η Απίστευτη Ιστορία του Μπέντζαμιν Μπάτον	Den fantastiske historien om Benjamin Button
Φυσιοκράτες	Fysiokratene
Σάμουελ Κολτ	Samuel Colt
Φακόχοιρος ο Κοινός	Vanlig vortesvin
Super Nintendo Entertainment System	Super Nintendo Entertainment System
Σάμιουελ Τζόνσον	Samuel Johnson
Έντουαρντ Πάρσελ	Edward Mills Purcell
Ζωφόρος	Frise
Γεωγραφικός πόλος	Geografisk pol
Φοίβη (μυθολογία)	Foibe
Agrius convolvuli	Vindelsvermer
Γιακούζα	Yakuza
Σερίνη	Serin
Ισμέτ Ινονού	İsmet İnönü
Καραμπίνα	Karabin
Υπερωξιανή	Transoxiana
Εθνική Αρμενίας (ποδόσφαιρο ανδρών)	Armenias herrelandslag i fotball
Άγιος Σεβαστιανός	Sebastian (helgen)
Πινακοθήκη Τρετιακόφ	Tretjakovgalleriet
Αντιλόπη	Hjorteantilope
Ιγμορίτιδα	Bihulebetennelse
VY Μεγάλου Κυνός	VY Canis Majoris
Αφίδα	Bladlus
Βραβεία Αμερικανικής Ακαδημίας Κινηματογράφου 2010	Den 83. Oscar-utdelingen
Λίμνη Τόμπα	Toba
16ος αιώνας π.Χ.	16. århundre f.Kr.
20ός αιώνας π.Χ.	20. århundre f.Kr.
Ομοαξονικό καλώδιο	Koaksialkabel
Ραχίτιδα	Rakitt
Βαγαρσαπάτ	Vagharsjapat
Financial Times	Financial Times
Flip Flop	Flip-flop (elektronikk)
Θερμοχημεία	Termokjemi
Προσήνεμες Νήσοι	Windwardøyene (øygruppe)
Χείρων	Keiron
Σφαγή του Μι Λάι	My Lai-massakren
Persona non grata	Persona non grata
Μονάρχες της Πορτογαλίας	Liste over Portugals monarker
Τουγκρίκ	Mongolsk togrog
Νίνα Ντόμπρεβ	Nina Dobrev
Ιουστίνος Α΄	Justinus I
Ζήνων (αυτοκράτορας)	Zenon
Αντρέα ντελ Βερρόκκιο	Andrea del Verrocchio
Εθνική Καζακστάν (ποδόσφαιρο ανδρών)	Kasakhstans herrelandslag i fotball
Κλοντ Ζαντ	Claude Jade
Ford Mustang	Ford Mustang
Μάργκαρετ Άτγουντ	Margaret Atwood
Δαρβινισμός	Darwinisme
Έθελρεντ του Ουέσσεξ	Ethelred II av England
Μπαρ	Bar
Tiësto	Tiësto
Ιλιά Πριγκόζιν	Ilya Prigogine
Μπάφφυ η Βαμπιροφόνισσα	Buffy, vampyrenes skrekk
Λεόνα Λιούις	Leona Lewis
Ολυμπιακό Εθνικό Αθλητικό Κέντρο (Κίεβο)	Olympiastadion (Kiev)
Σέντι της Γκάνας	Ghanesisk cedi
Αν Μπάνκροφτ	Anne Bancroft
Τρισκέλιον	Triskelion
Πύργος του Τόκιο	Tokyo Tower
Οι Πειρατές της Καραϊβικής: Σε Άγνωστα Νερά	Pirates of the Caribbean: On Stranger Tides
Διέππη	Dieppe
Μέγα Τέμενος Ομεϋαδών, Δαμασκός	Umayyademoskeen
20.000 λεύγες κάτω από τη θάλασσα	En verdensomseiling under havet
Φερδινάνδος Α΄ της Αυστρίας	Ferdinand I av Østerrike
Λαντσόου	Lanzhou
Μετάγγιση αίματος	Blodtransfusjon
Γιογιό	Jojo
Έρνεστ Τόμας Σάιντον Γουόλτον	Ernest Walton
Ανάδραση	Tilbakekobling
Πράβντα	Pravda
Τοκάτ	Tokat
Όουεν Τσάμπερλεϊν	Owen Chamberlain
Κύπελλο Συνομοσπονδιών FIFA 2009	FIFA Confederations Cup 2009
Τσουνγκ Ντάο Λι	Tsung-Dao Lee
Χελιδονόψαρο	Flygefisker
Ιβάν Ε΄ της Ρωσίας	Ivan V av Russland
Θεόφιλος Γκωτιέ	Théophile Gautier
Κάρτα μνήμης	Minnekort
Διαμόρφωση πλάτους	Amplitudemodulasjon
Πιεζοηλεκτρισμός	Piezoelektrisitet
Λέων Α΄	Leo I (keiser)
Ιουστίνος Β΄	Justinus II
Metalcore	Metalcore
Μπαγιέ	Bayeux
Μουσικός παραγωγός	Plateprodusent
Τουαμότου Αρχιπέλαγος	Tuamotu
Νταβίντ Τρεζεγκέ	David Trézéguet
Συμβόλαιο μελλοντικής εκπλήρωσης	Terminkontrakt
Σκοτεινός θάλαμος	Camera obscura
Ρούμελη (Οθωμανική)	Rumelia
Τσαρλς Ρίχτερ	Charles Francis Richter
Ταρμπ	Tarbes
Ωμ (ιερή συλλαβή)	Om
Plug-in	Programvareutvidelse
Λουί Αλτουσέρ	Louis Althusser
Γαλλικό Φράγκο	Fransk franc
Σέλευκος Α΄ Νικάτωρ	Selevkos I Nikator
Κατάλογος πόλεων της Δανίας	Liste over danske byer
ΟΥΕΦΑ Τσάμπιονς Λιγκ 2009-10	Mesterligaen 2009/2010
Β΄ Βαλκανικός Πόλεμος	Andre Balkankrig
Προπατορικό αμάρτημα	Arvesynd
Απόλλων (αποσαφήνιση)	Apollo
Μένσα	Mensa
Αυτοματισμός	Automatisering
Απόλλων 8	Apollo 8
Ζαν-Λουί-Τεοντόρ Ζερικώ	Théodore Géricault
Γέφυρα Ακάσι-Καϊκιό	Akashi-Kaikyo-broen
Θάλαμος (εγκέφαλος)	Talamus
Τηθύς	Tethys
The Smashing Pumpkins	The Smashing Pumpkins
Ράιαν Μπάμπελ	Ryan Babel
Simple Network Management Protocol	Simple network management protocol
Ευρυφάεσσα	Theia
Φωταύγεια	Luminescens
Δορυφόροι του Πλούτωνα	Plutos måner
Κέλι Ρόουλαντ	Kelly Rowland
Εθνόσημο της Κροατίας	Kroatias riksvåpen
Million Dollar Baby	Million Dollar Baby
Γιούρι Ζιρκόφ	Jurij Zjirkov
Σημαία της Δομινικανής Δημοκρατίας	Den dominikanske republikks flagg
Εθνική Λουξεμβούργου (ποδόσφαιρο ανδρών)	Luxembourgs herrelandslag i fotball
Σημαία της Γροιλανδίας	Grønlands flagg
Ντάριο Σέρνα	Darijo Srna
Σεδεκίας	Sidkia av Juda
Ουράνια μηχανική	Himmelmekanikk
Εθνόσημο της Λετονίας	Latvias riksvåpen
Γιαγιά Τουρέ	Yaya Touré
Σημαία του Τρινιντάντ και Τομπάγκο	Trinidad og Tobagos flagg
High-Definition Multimedia Interface	HDMI
Σάχης	Sjah
Μεγάλη Ελλάδα	Magna Graecia
Αλγόριθμος PageRank	PageRank
Αδελία Γη	Adélie Land
Πρώτη Σύνοδος της Εφέσου	Konsilet i Efesos
Γκόντφρεϊ Χάρολντ Χάρντι	G.H. Hardy
Κατάλογος πόλεων της Λιθουανίας	Liste over byer i Litauen
Οι Μάγοι του Γουέβερλυ	Magikerne på Waverly Place
Ελλειπτικός γαλαξίας	Elliptisk galakse
Χάριτες	Kariter
Έρημος Μοχάβι	Mojaveørkenen
Ραδιοτηλεσκόπιο	Radioteleskop
Ύφαλος	Rev (maritimt)
Τόμας Χάξλεϋ	Thomas Huxley
Λεκανοπέδιο	Botn
Νιτρικό νάτριο	Natriumnitrat
Πάμπα	Pampa
Εθνική Νορβηγίας (ποδόσφαιρο ανδρών)	Norges herrelandslag i fotball
Καταπέλτης	Katapult
Θαλάσσιο νερό	Sjøvann
Πρόπολη	Propolis
Βασιλική Σαιν-Ντενί	Klosterkirken Saint-Denis
Φέρετρο	Likkiste
Αρμονία (μουσική)	Harmonikk
Δέλτα Δούναβη	Donaudeltaet
Λαμπροβούτι	Storlom
Άντριου Γουάιλς	Andrew Wiles
Θέτις	Tetis
Χόρχε Αμάντο	Jorge Amado
Κροίσος	Krøsus
Σουπιά	Sepiida
Lockheed F-117 Nighthawk	Lockheed F-117 Nighthawk
Μέλαρεν	Mälaren
Πάτρικ Μπλάκετ	Patrick Maynard Stuart Blackett
Ιωάννης Σκώτος Εριγένης	Johannes Scotus Eriugena
Λεξικογραφία	Leksikografi
Σοφία Κοβαλέφσκαγια	Sofja Kovalevskaja
Κοτύωρα	Ordu
Desteapta-te, Romane!	Deșteaptă-te române
Λικίνιος	Licinius
Σεργκέι Μπούμπκα	Serhij Bubka
Απόλυτη Μοναρχία	Enevelde
Αρτηριοσκλήρυνση	Arteriosklerose
Secret Intelligence Service	Secret Intelligence Service
Αλδοστερόνη	Aldosteron
Τσαρλς Χαρντ Τάουνς	Charles Hard Townes
Δέκα πληγές	Egyptens ti plager
Πόλυκαρπ Κους	Polykarp Kusch
Γουόλτερ Χάουζερ Μπράταιην	Walter Houser Brattain
Σημαία του Αγίου Βικεντίου και Γρεναδίνων	Saint Vincent og Grenadinenes flagg
Γκάρεθ Μπέιλ	Gareth Bale
Διάδρομος αεροδρομίου	Rullebane
Σημαία της Αγίας Λουκίας	Saint Lucias flagg
Εθνική Ιράν (ποδόσφαιρο ανδρών)	Irans herrelandslag i fotball
2012 (ταινία)	2012 (film)
Ρόμπι Κιν	Robbie Keane
Τριχόπτερα	Vårfluer
Μητροπολιτική Αστυνομία του Λονδίνου	New Scotland Yard
Τυφλό σύστημα δακτυλογράφησης	Touchmetoden
Ζωρζ Ζακ Νταντόν	Georges Danton
Τύρφη	Torv
Δεκάγωνο	Dekagon
HPV	Papillomavirus hos mennesker
Χλωριούχο κάλιο	Kaliumklorid
Βλητική	Ballistikk
Βοαδίκεια	Boudicca
Κονσερβατόριο	Konservatorium
Δέκαθλο	Tikamp
Αλφάβητο Όγκχαμ	Ogham-skrift
Γκλόρια Εστέφαν	Gloria Estefan
Κοινωνία της πληροφορίας	Informasjonssamfunn
Αδελφοποιήσεις	Vennskapsby
Αποικισμός της Αμερικής	Europeisk kolonisering av Amerika
Κραβ Μαγκά	Krav Maga
Μεταμορφώσεις	Metamorfoser
Περιοδική συνάρτηση	Periodisk funksjon
Σλάβοϊ Ζίζεκ	Slavoj Žižek
Αργυροπελεκάνος	Krøllpelikan
Συμβολοσειρά	Streng (informatikk)
Κωδικοποίηση χαρακτήρων	Tegnsett
Ο Νονός ΙΙ	Gudfaren 2
Φωσφορικό οξύ	Fosforsyre
Ρευστότητα (οικονομικά)	Likviditet
Κόπα Λιμπερταδόρες	Copa Libertadores
Τομ Γουέιτς	Tom Waits
Προραφαηλίτες	Det prerafaelittiske broderskap
The Sims	The Sims
Καρυοθραύστης (πτηνό)	Nøttekråke
Συνθήκες των Παρισίων	Paris-traktaten
Βανίρ	Vaner
Tool	Tool
Αιθανοδιικό οξύ	Oksalsyre
Πετροτριλίδα	Triel
Nintendo 64	Nintendo 64
Λαθρεμπόριο	Smugling
Αραιόμετρο	Hydrometer
Ντιέγκο Γκαρσία	Diego Garcia
Εδουάρδος του Γούντστοκ	Edward, den svarte prinsen
Μέγαρα	Megara
Σφυροβολία	Sleggekast
Φιοντόρ Γ΄ της Ρωσίας	Fjodor III av Russland
Αριάδνη	Ariadne
Εις άτοπον απαγωγή	Reductio ad absurdum
Ντέιβιντ Φίντσερ	David Fincher
Ρωσική επανάσταση του 1905	1905-revolusjonen
Διάθεση (γραμματική)	Grammatisk modus
Μιχαήλ Εμινέσκου	Mihai Eminescu
Λέσχη Μπίλντερμπεργκ	Bilderberg-gruppen
Ταυρομαχία	Tyrefekting
Πασάς	Pasja
Χέκλα	Hekla
Τόμας Κουν	Thomas Kuhn
Έμβλημα του Ισραήλ	Israels riksvåpen
Μπρόνισλαβ Μαλινόβσκι	Bronislaw Malinowski
